user:adam.c
1323803635
:000000 100644 0000000... 2411006... A	.gitignore
:100644 100644 884fc56... ee1e877... M	administrator/components/com_modules/modules.xml
:100644 100644 2909f9e... 9f797ab... M	administrator/components/com_modules/views/module/tmpl/edit.php
:100644 100644 92f6fa2... ae40219... M	administrator/components/com_modules/views/module/tmpl/edit_assignment.php
:100644 100644 7512d79... 728ca86... M	administrator/components/com_modules/views/module/tmpl/edit_options.php
:100644 100644 6be5785... ec8e7e6... M	administrator/components/com_modules/views/module/tmpl/modal.php
:100644 100644 f31b451... cfbd4fa... M	administrator/components/com_modules/views/module/view.html.php
:100644 100644 99460d0... 5bdbc61... M	administrator/components/com_modules/views/modules/tmpl/default.php
:100644 100644 1453c38... c4f7d4e... M	administrator/components/com_modules/views/modules/view.html.php
:100644 100644 2de1a35... 0254995... M	administrator/components/com_modules/views/positions/tmpl/modal.php
:100644 100644 4e2f8f1... f243798... M	administrator/components/com_modules/views/positions/view.html.php
:100644 100644 5af3291... db331b0... M	administrator/components/com_modules/views/preview/tmpl/default.php
:100644 100644 321b013... da38aa2... M	administrator/components/com_modules/views/preview/view.html.php
:100644 100644 4a38d7e... 58abe62... M	administrator/components/com_modules/views/select/tmpl/default.php
:100644 100644 0a3721a... a074745... M	administrator/components/com_modules/views/select/view.html.php
:100644 100644 eaa68b4... 887c9d5... M	administrator/components/com_newsfeeds/config.xml
:100644 100644 f46dd2f... 25c84d3... M	administrator/components/com_newsfeeds/controller.php
:100644 100644 627adc3... 42f1b7f... M	administrator/components/com_newsfeeds/controllers/newsfeed.php
:100644 100644 c512678... 0a26c57... M	administrator/components/com_newsfeeds/controllers/newsfeeds.php
:100644 100644 1516ab9... c8909d8... M	administrator/components/com_newsfeeds/elements/newsfeed.php
:100644 100644 77882a1... 58007a4... M	administrator/components/com_newsfeeds/helpers/html/newsfeed.php
:100644 100644 c52e4db... 6c2e69a... M	administrator/components/com_newsfeeds/helpers/newsfeeds.php
:100644 100644 4ec4a58... 321530d... M	administrator/components/com_newsfeeds/models/fields/modal/newsfeeds.php
:100644 100644 5eb03a5... a9f811f... M	administrator/components/com_newsfeeds/models/fields/newsfeeds.php
:100644 100644 9dad649... 85c9502... M	administrator/components/com_newsfeeds/models/fields/ordering.php
:100644 100644 8861c8f... 81851ef... M	administrator/components/com_newsfeeds/models/forms/newsfeed.xml
:100644 100644 c25cf85... c428a25... M	administrator/components/com_newsfeeds/models/newsfeed.php
:100644 100644 0495213... 97bce12... M	administrator/components/com_newsfeeds/models/newsfeeds.php
:100644 100644 5ce8ef2... 0431912... M	administrator/components/com_newsfeeds/newsfeeds.php
:100644 100644 fda565a... a33cde3... M	administrator/components/com_newsfeeds/newsfeeds.xml
:100644 100644 c31d9c9... 5da4525... M	administrator/components/com_newsfeeds/tables/newsfeed.php
:100644 100644 79c560a... 454e542... M	administrator/components/com_newsfeeds/views/newsfeed/tmpl/edit.php
:100644 100644 c53803c... ec10506... M	administrator/components/com_newsfeeds/views/newsfeed/tmpl/edit_metadata.php
:100644 100644 e43a9cd... f98fac6... M	administrator/components/com_newsfeeds/views/newsfeed/tmpl/edit_params.php
:100644 100644 9e203db... a9bdcbd... M	administrator/components/com_newsfeeds/views/newsfeed/view.html.php
:100644 100644 53e25be... 291a3ee... M	administrator/components/com_newsfeeds/views/newsfeeds/tmpl/default.php
:100644 100644 e720079... 3b8cb0b... M	administrator/components/com_newsfeeds/views/newsfeeds/tmpl/modal.php
:100644 100644 1577cca... 36acd20... M	administrator/components/com_newsfeeds/views/newsfeeds/view.html.php
:100644 100644 132546b... aaca8ce... M	administrator/components/com_plugins/controller.php
:100644 100644 da45cf6... d318cb5... M	administrator/components/com_plugins/controllers/plugin.php
:100644 100644 e920abc... e0ddd04... M	administrator/components/com_plugins/controllers/plugins.php
:100644 100644 4ff2d40... 4e6c0be... M	administrator/components/com_plugins/helpers/plugins.php
:100644 100644 3655d5e... 7fa6635... M	administrator/components/com_plugins/models/fields/ordering.php
:100644 100644 fb6c3b7... e0b9719... M	administrator/components/com_plugins/models/forms/plugin.xml
:100644 100644 81dfbd3... 219d4eb... M	administrator/components/com_plugins/models/plugin.php
:100644 100644 1eb0f90... 88ee968... M	administrator/components/com_plugins/models/plugins.php
:100644 100644 eb4af5a... a3d5838... M	administrator/components/com_plugins/plugins.php
:100644 100644 1a8bfa6... d78e016... M	administrator/components/com_plugins/plugins.xml
:100644 100644 f6a12ea... 9f8db5d... M	administrator/components/com_plugins/views/plugin/tmpl/edit.php
:100644 100644 e295a99... 24032e7... M	administrator/components/com_plugins/views/plugin/tmpl/edit_options.php
:100644 100644 3db546a... ac9bcdc... M	administrator/components/com_plugins/views/plugin/view.html.php
:100644 100644 e699b8e... e268d7e... M	administrator/components/com_plugins/views/plugins/tmpl/default.php
:100644 100644 db50bdf... acf8ab5... M	administrator/components/com_plugins/views/plugins/view.html.php
:100644 100644 6aaecea... 6bcf1b3... M	administrator/components/com_redirect/controller.php
:100644 100644 b344825... 8462ad8... M	administrator/components/com_redirect/controllers/link.php
:100644 100644 e0c2782... 4bcbafa... M	administrator/components/com_redirect/controllers/links.php
:100644 100644 667819a... d492878... M	administrator/components/com_redirect/helpers/html/redirect.php
:100644 100644 62b3154... f8c9e26... M	administrator/components/com_redirect/helpers/redirect.php
:100644 100644 00dd265... 8ada5d9... M	administrator/components/com_redirect/models/forms/link.xml
:100644 100644 00cea96... 5155db9... M	administrator/components/com_redirect/models/link.php
:100644 100644 f2ba563... 09ce631... M	administrator/components/com_redirect/models/links.php
:100644 100644 f9dfc3e... e418ec2... M	administrator/components/com_redirect/redirect.php
:100644 100644 56926b7... abc03d0... M	administrator/components/com_redirect/redirect.xml
:100644 100644 4d9603d... 21f41f7... M	administrator/components/com_redirect/tables/link.php
:100644 100644 0816508... 43370fa... M	administrator/components/com_redirect/views/link/tmpl/edit.php
:100644 100644 3442743... c99d9c0... M	administrator/components/com_redirect/views/link/view.html.php
:100644 100644 bdb545c... a072921... M	administrator/components/com_redirect/views/links/tmpl/default.php
:100644 100644 730bc09... e1b2173... M	administrator/components/com_redirect/views/links/tmpl/default_addform.php
:100644 100644 6a859a6... b145770... M	administrator/components/com_redirect/views/links/view.html.php
:100644 100644 b92d33e... 9f31afe... M	administrator/components/com_search/controller.php
:100644 100644 af76d38... f6f139a... M	administrator/components/com_search/controllers/searches.php
:100644 100644 029fb7f... ab5470b... M	administrator/components/com_search/helpers/search.php
:100644 100644 74ea849... a88a4e4... M	administrator/components/com_search/helpers/site.php
:100644 100644 9cb5e14... cc5c7c5... M	administrator/components/com_search/models/searches.php
:100644 100644 b43dbd5... 20affd8... M	administrator/components/com_search/search.php
:100644 100644 48a7d7d... 0369c78... M	administrator/components/com_search/search.xml
:100644 100644 f0eb40b... b36dc70... M	administrator/components/com_search/views/searches/tmpl/default.php
:100644 100644 f4d21b6... 56d2040... M	administrator/components/com_search/views/searches/view.html.php
:100644 100644 dccc8f1... af2b56f... M	administrator/components/com_templates/controller.php
:100644 100644 0d23033... 2e230f2... M	administrator/components/com_templates/controllers/source.php
:100644 100644 b3a0b92... f35d332... M	administrator/components/com_templates/controllers/style.php
:100644 100644 ff9aead... 9550e7b... M	administrator/components/com_templates/controllers/styles.php
:100644 100644 3796726... f9bc8cb... M	administrator/components/com_templates/controllers/template.php
:100644 100644 604fbba... cc68629... M	administrator/components/com_templates/helpers/html/templates.php
:100644 100644 e97802f... 16f2f7d... M	administrator/components/com_templates/helpers/templates.php
:100644 100644 fb809c9... 4686266... M	administrator/components/com_templates/models/forms/source.xml
:100644 100644 780dcbe... 2df7c8c... M	administrator/components/com_templates/models/forms/style.xml
:100644 100644 fafba94... ab3155b... M	administrator/components/com_templates/models/forms/style_administrator.xml
:100644 100644 4f5f5da... bba27a9... M	administrator/components/com_templates/models/forms/style_site.xml
:100644 100644 26d57ee... 6f9c99a... M	administrator/components/com_templates/models/source.php
:100644 100644 268dedc... 16cd4c9... M	administrator/components/com_templates/models/style.php
:100644 100644 c381c57... 84b69e3... M	administrator/components/com_templates/models/styles.php
:100644 100644 5bd73e5... b065584... M	administrator/components/com_templates/models/template.php
:100644 100644 b33cfae... 7937de4... M	administrator/components/com_templates/models/templates.php
:100644 100644 356c41c... e1a6705... M	administrator/components/com_templates/tables/style.php
:100644 100644 681e0b3... d87a43a... M	administrator/components/com_templates/templates.php
:100644 100644 bbaaa08... 8e14bf4... M	administrator/components/com_templates/templates.xml
:100644 100644 7e3467c... 541b8e3... M	administrator/components/com_templates/views/prevuuw/tmpl/default.php
:100644 100644 f0072d7... 78babca... M	administrator/components/com_templates/views/prevuuw/view.html.php
:100644 100644 225e20f... 543a2c3... M	administrator/components/com_templates/views/source/tmpl/edit.php
:100644 100644 fd485c5... b90ad14... M	administrator/components/com_templates/views/source/tmpl/edit_ftp.php
:100644 100644 f8597c1... 4af1602... M	administrator/components/com_templates/views/source/view.html.php
:100644 100644 9cee88c... a206f09... M	administrator/components/com_templates/views/style/tmpl/edit.php
:100644 100644 275ee5b... e613a5b... M	administrator/components/com_templates/views/style/tmpl/edit_assignment.php
:100644 100644 4b8ea5b... c2953c8... M	administrator/components/com_templates/views/style/tmpl/edit_options.php
:100644 100644 42b660c... cac5996... M	administrator/components/com_templates/views/style/view.html.php
:100644 100644 a183763... 0c2feab... M	administrator/components/com_templates/views/styles/tmpl/default.php
:100644 100644 8c894cd... f80bc26... M	administrator/components/com_templates/views/styles/view.html.php
:100644 100644 ca3789c... 98295e3... M	administrator/components/com_templates/views/template/tmpl/default.php
:100644 100644 0811a97... 87fa9ce... M	administrator/components/com_templates/views/template/view.html.php
:100644 100644 5c12274... a90e46a... M	administrator/components/com_templates/views/templates/tmpl/default.php
:100644 100644 96860ed... c59afdf... M	administrator/components/com_templates/views/templates/view.html.php
:100644 100644 063f7e4... 8e4cfb3... M	administrator/components/com_users/config.xml
:100644 100644 a5cbb9d... e66f2e0... M	administrator/components/com_users/controller.php
:100644 100644 9fe9ae8... a648f68... M	administrator/components/com_users/controllers/config.php
:100644 100644 09d8f78... 7f65ce6... M	administrator/components/com_users/controllers/group.php
:100644 100644 1259915... 9b33f11... M	administrator/components/com_users/controllers/groups.php
:100644 100644 104ba13... db9a383... M	administrator/components/com_users/controllers/level.php
:100644 100644 7611b72... 153d5c2... M	administrator/components/com_users/controllers/levels.php
:100644 100644 9552806... 4d5a4eb... M	administrator/components/com_users/controllers/mail.php
:100644 100644 95c4567... efd017b... M	administrator/components/com_users/controllers/user.php
:100644 100644 04e0461... d20dceb... M	administrator/components/com_users/controllers/users.php
:100644 100644 2afbf46... 0bc86cb... M	administrator/components/com_users/helpers/debug.php
:100644 100644 0cd744a... bf87817... M	administrator/components/com_users/helpers/users.php
:100644 100644 2091fd9... e73da02... M	administrator/components/com_users/models/debuggroup.php
:100644 100644 2f16647... 2fa7fde... M	administrator/components/com_users/models/debuguser.php
:100644 100644 8ea38ef... 7772fcf... M	administrator/components/com_users/models/fields/groupparent.php
:100644 100644 0eaca59... ef047be... M	administrator/components/com_users/models/forms/group.xml
:100644 100644 92bd921... 99a9522... M	administrator/components/com_users/models/forms/level.xml
:100644 100644 0f58bdc... cdd9afe... M	administrator/components/com_users/models/forms/mail.xml
:100644 100644 d2a3202... bb4a7ce... M	administrator/components/com_users/models/forms/user.xml
:100644 100644 3f8670a... 7342793... M	administrator/components/com_users/models/group.php
:100644 100644 9eed253... b893d4c... M	administrator/components/com_users/models/groups.php
:100644 100644 fa4c79f... f32651c... M	administrator/components/com_users/models/level.php
:100644 100644 41b5eed... d3df4f9... M	administrator/components/com_users/models/levels.php
:100644 100644 6a3fa80... 1342c97... M	administrator/components/com_users/models/mail.php
:100644 100644 c677fb2... 1ce8555... M	administrator/components/com_users/models/user.php
:100644 100644 dc717b3... b2be5d9... M	administrator/components/com_users/models/users.php
:100644 100644 5bbbc80... 45d14dc... M	administrator/components/com_users/users.php
:100644 100644 6705a85... 21f0272... M	administrator/components/com_users/users.xml
:100644 100644 adccf9d... 0a3ef22... M	administrator/components/com_users/views/debuggroup/tmpl/default.php
:100644 100644 5b8c17b... 751b8f3... M	administrator/components/com_users/views/debuggroup/view.html.php
:100644 100644 dbf07ab... c3f07d3... M	administrator/components/com_users/views/debuguser/tmpl/default.php
:100644 100644 3c31a20... f6751af... M	administrator/components/com_users/views/debuguser/view.html.php
:100644 100644 0006629... b7d4994... M	administrator/components/com_users/views/group/tmpl/edit.php
:100644 100644 32d4226... 81483f4... M	administrator/components/com_users/views/group/view.html.php
:100644 100644 ba8ba07... 5bbf6e6... M	administrator/components/com_users/views/groups/tmpl/default.php
:100644 100644 49e96f4... 2bb6a2e... M	administrator/components/com_users/views/groups/view.html.php
:100644 100644 f382302... 7ce30a6... M	administrator/components/com_users/views/level/tmpl/edit.php
:100644 100644 53c8a3b... 5d70742... M	administrator/components/com_users/views/level/view.html.php
:100644 100644 7f66e39... 544ae1c... M	administrator/components/com_users/views/levels/tmpl/default.php
:100644 100644 2b084c0... d1793ca... M	administrator/components/com_users/views/levels/view.html.php
:100644 100644 f85d958... d81f2ee... M	administrator/components/com_users/views/mail/tmpl/default.php
:100644 100644 9da1f65... 97f63a6... M	administrator/components/com_users/views/mail/view.html.php
:100644 100644 e8e1937... d7e3f8c... M	administrator/components/com_users/views/user/tmpl/edit.php
:100644 100644 f8d344a... 871cd4b... M	administrator/components/com_users/views/user/tmpl/edit_groups.php
:100644 100644 1da0355... 4899e70... M	administrator/components/com_users/views/user/view.html.php
:100644 100644 db00b09... cf78ef6... M	administrator/components/com_users/views/users/tmpl/default.php
:100644 100644 0bb586e... 344a1f8... M	administrator/components/com_users/views/users/tmpl/modal.php
:100644 100644 f38691c... 1337290... M	administrator/components/com_users/views/users/view.html.php
:100644 100644 0773b96... dc3346c... M	administrator/components/com_weblinks/controller.php
:100644 100644 61f9c74... 994c2ab... M	administrator/components/com_weblinks/controllers/weblink.php
:100644 100644 b1a7f26... 88e9159... M	administrator/components/com_weblinks/controllers/weblinks.php
:100644 100644 75a0b1c... 7c0d94b... M	administrator/components/com_weblinks/helpers/weblinks.php
:100644 100644 a405314... 2eac25b... M	administrator/components/com_weblinks/models/fields/ordering.php
:100644 100644 2d697ae... 32cf957... M	administrator/components/com_weblinks/models/forms/weblink.xml
:100644 100644 650ecf6... 463912f... M	administrator/components/com_weblinks/models/weblink.php
:100644 100644 b9e96c9... 9eae1a7... M	administrator/components/com_weblinks/models/weblinks.php
:100644 100644 f2b61df... abc1607... M	administrator/components/com_weblinks/tables/weblink.php
:100644 100644 706526c... 79a3972... M	administrator/components/com_weblinks/views/weblink/tmpl/edit.php
:100644 100644 ae234e8... 6d00721... M	administrator/components/com_weblinks/views/weblink/tmpl/edit_metadata.php
:100644 100644 6cadb74... c20fb78... M	administrator/components/com_weblinks/views/weblink/tmpl/edit_params.php
:100644 100644 84dcfd4... bbed87b... M	administrator/components/com_weblinks/views/weblink/view.html.php
:100644 100644 bc522a3... 9afcf29... M	administrator/components/com_weblinks/views/weblinks/tmpl/default.php
:100644 100644 bc3bb35... 0edd110... M	administrator/components/com_weblinks/views/weblinks/tmpl/default_batch.php
:100644 100644 707a967... e3c8dfa... M	administrator/components/com_weblinks/views/weblinks/view.html.php
:100644 100644 75d5481... 2e53435... M	administrator/components/com_weblinks/weblinks.php
:100644 100644 81840a6... 02c0660... M	administrator/components/com_weblinks/weblinks.xml
:100644 100644 d7f3533... 08bc40e... M	administrator/help/en-GB/Components_Banners_Banners.html
:100644 100644 03ecc2c... f5c0636... M	administrator/help/en-GB/Components_Banners_Banners_Edit.html
:100644 100644 e6c8506... 823d64e... M	administrator/help/en-GB/Components_Banners_Categories.html
:100644 100644 7b1973a... 7141fbd... M	administrator/help/en-GB/Components_Banners_Category_Edit.html
:100644 100644 c750b92... 3ae02f2... M	administrator/help/en-GB/Components_Banners_Clients.html
:100644 100644 82eb0f0... 3185fa2... M	administrator/help/en-GB/Components_Banners_Clients_Edit.html
:100644 100644 cf95cb4... 67e25f1... M	administrator/help/en-GB/Components_Banners_Tracks.html
:100644 100644 857a035... 7837a03... M	administrator/help/en-GB/Components_Contact_Categories.html
:100644 100644 c0bbf67... 2e9e617... M	administrator/help/en-GB/Components_Contact_Category_Edit.html
:100644 100644 3f7959f... 2603f24... M	administrator/help/en-GB/Components_Contacts_Contacts.html
:100644 100644 0c8f3e1... be74e6a... M	administrator/help/en-GB/Components_Contacts_Contacts_Edit.html
:100644 100644 f133166... a4c24d6... M	administrator/help/en-GB/Components_Content_Categories.html
:100644 100644 155a9f8... 608918b... M	administrator/help/en-GB/Components_Content_Category_Edit.html
:100644 100644 cca4d03... d5344d6... M	administrator/help/en-GB/Components_Messaging_Inbox.html
:100644 100644 b4c257a... 11a27d5... M	administrator/help/en-GB/Components_Messaging_Read.html
:100644 100644 ac86e40... 6b8eafc... M	administrator/help/en-GB/Components_Messaging_Write.html
:100644 100644 d303aaa... 9aa1667... M	administrator/help/en-GB/Components_Newsfeeds_Categories.html
:100644 100644 fe5b56f... 40474a5... M	administrator/help/en-GB/Components_Newsfeeds_Category_Edit.html
:100644 100644 f7840a1... 5d262f5... M	administrator/help/en-GB/Components_Newsfeeds_Feeds.html
:100644 100644 2d81105... 6e7b171... M	administrator/help/en-GB/Components_Newsfeeds_Feeds_Edit.html
:100644 100644 088cb69... bc9a145... M	administrator/help/en-GB/Components_Redirect_Manager.html
:100644 100644 a5d0f98... d6cf750... M	administrator/help/en-GB/Components_Redirect_Manager_Edit.html
:100644 100644 bc515dc... 189f0d2... M	administrator/help/en-GB/Components_Search.html
:100644 100644 8a6ffd7... 5ccc0cd... M	administrator/help/en-GB/Components_Weblinks_Categories.html
:100644 100644 258938b... 0d86b60... M	administrator/help/en-GB/Components_Weblinks_Category_Edit.html
:100644 100644 17f70c2... eb06e01... M	administrator/help/en-GB/Components_Weblinks_Links.html
:100644 100644 aa2a2be... 40a63e0... M	administrator/help/en-GB/Components_Weblinks_Links_Edit.html
:100644 100644 6861b32... e79b2e2... M	administrator/help/en-GB/Content_Article_Manager.html
:100644 100644 346d384... 7fc2fa9... M	administrator/help/en-GB/Content_Article_Manager_Edit.html
:100644 100644 440bf7b... 3b48487... M	administrator/help/en-GB/Content_Featured_Articles.html
:100644 100644 3edd83e... 243b9bf... M	administrator/help/en-GB/Content_Media_Manager.html
:100644 100644 44f0863... 19d3867... M	administrator/help/en-GB/Extensions_Extension_Manager_Discover.html
:100644 100644 522007f... 22c2e23... M	administrator/help/en-GB/Extensions_Extension_Manager_Install.html
:100644 100644 2d73f40... 9732c0f... M	administrator/help/en-GB/Extensions_Extension_Manager_Manage.html
:100644 100644 5e3edbc... b9afa77... M	administrator/help/en-GB/Extensions_Extension_Manager_Update.html
:100644 100644 768476e... fe3edca... M	administrator/help/en-GB/Extensions_Extension_Manager_Warnings.html
:100644 100644 3b48a7a... 78df3cd... M	administrator/help/en-GB/Extensions_Language_Manager_Content.html
:100644 100644 6712daa... 0126047... M	administrator/help/en-GB/Extensions_Language_Manager_Edit.html
:100644 100644 9bbf461... 5381cea... M	administrator/help/en-GB/Extensions_Language_Manager_Installed.html
:100644 100644 a1a132d... cda7c93... M	administrator/help/en-GB/Extensions_Module_Manager.html
:100644 100644 ef05a69... 3d362f7... M	administrator/help/en-GB/Extensions_Module_Manager_Edit.html
:100644 100644 53c006c... bf35423... M	administrator/help/en-GB/Extensions_Plugin_Manager.html
:100644 100644 9fdbc24... 9c7e0c9... M	administrator/help/en-GB/Extensions_Plugin_Manager_Edit.html
:100644 100644 d40b0ee... 2af27d8... M	administrator/help/en-GB/Extensions_Template_Manager_Styles.html
:100644 100644 fd75b8f... 5f197bd... M	administrator/help/en-GB/Extensions_Template_Manager_Styles_Edit.html
:100644 100644 1faaf3e... b46be44... M	administrator/help/en-GB/Extensions_Template_Manager_Templates.html
:100644 100644 6c9b769... 16e677f... M	administrator/help/en-GB/Extensions_Template_Manager_Templates_Edit.html
:100644 100644 6fab304... 1516676... M	administrator/help/en-GB/Extensions_Template_Manager_Templates_Edit_Source.html
:100644 100644 b9f434b... 7a8e8cf... M	administrator/help/en-GB/Glossary.html
:100644 100644 6e1e836... a07fdad... M	administrator/help/en-GB/Menus_Menu_Item_Manager.html
:100644 100644 1a6b282... d72ec72... M	administrator/help/en-GB/Menus_Menu_Item_Manager_Edit.html
:100644 100644 d1c0d0e... 09fb984... M	administrator/help/en-GB/Menus_Menu_Manager.html
:100644 100644 d20ab63... b515e08... M	administrator/help/en-GB/Menus_Menu_Manager_Edit.html
:100644 100644 6a52def... be04c3d... M	administrator/help/en-GB/Site_Global_Configuration.html
:100644 100644 4e8ce24... 063a8b9... M	administrator/help/en-GB/Site_Maintenance_Clear_Cache.html
:100644 100644 69bad86... c01f1ca... M	administrator/help/en-GB/Site_Maintenance_Global_Check-in.html
:100644 100644 67c4237... 748b655... M	administrator/help/en-GB/Site_Maintenance_Purge_Expired_Cache.html
:100644 100644 ed3fd79... 6f08d33... M	administrator/help/en-GB/Site_System_Information.html
:100644 100644 94034bb... 4b9e57d... M	administrator/help/en-GB/Start_Here.html
:100644 100644 0ef1517... 56b40bd... M	administrator/help/en-GB/Users_Access_Levels.html
:100644 100644 19d1e74... 8dedcc3... M	administrator/help/en-GB/Users_Access_Levels_Edit.html
:100644 100644 578e8e6... 9efbbae... M	administrator/help/en-GB/Users_Debug_Users.html
:100644 100644 1c75631... f46c6d8... M	administrator/help/en-GB/Users_Groups.html
:100644 100644 6baa370... 261e2fb... M	administrator/help/en-GB/Users_Groups_Edit.html
:100644 100644 fc51390... 511fec2... M	administrator/help/en-GB/Users_Mass_Mail_Users.html
:100644 100644 f1d9415... 4ac5cfc... M	administrator/help/en-GB/Users_User_Manager.html
:100644 100644 5ff38f8... 5858225... M	administrator/help/en-GB/Users_User_Manager_Edit.html
:100644 100644 90ce952... a5f7498... M	administrator/includes/application.php
:100644 100644 ca53cc3... 42f3f83... M	administrator/includes/defines.php
:100644 100644 fb6b71a... 572e7b3... M	administrator/includes/framework.php
:100644 100644 3296280... c49042a... M	administrator/includes/helper.php
:100644 100644 c05d3e3... 7400f7f... M	administrator/includes/menu.php
:100644 100644 38ba4ec... 308ac1a... M	administrator/includes/router.php
:100644 100644 1fced87... b4cd367... M	administrator/includes/toolbar.php
:100644 100644 d33b208... 75ae057... M	administrator/index.php
:100644 100644 708af3c... 300fcfb... M	administrator/language/en-GB/en-GB.com_admin.ini
:100644 100644 048c4d8... 5e32250... M	administrator/language/en-GB/en-GB.com_admin.sys.ini
:100644 100644 c0727e0... 9cfeb50... M	administrator/language/en-GB/en-GB.com_banners.ini
:100644 100644 816ad38... af97381... M	administrator/language/en-GB/en-GB.com_banners.sys.ini
:100644 100644 8dc2555... 184d48e... M	administrator/language/en-GB/en-GB.com_cache.ini
:100644 100644 7d23379... ba3b16b... M	administrator/language/en-GB/en-GB.com_cache.sys.ini
:100644 100644 7719926... fbce4c5... M	administrator/language/en-GB/en-GB.com_categories.ini
:100644 100644 c3347c9... 2e85895... M	administrator/language/en-GB/en-GB.com_categories.sys.ini
:100644 100644 70a4855... 0438516... M	administrator/language/en-GB/en-GB.com_checkavet.ini
:100644 100644 41b5d0b... f21abef... M	administrator/language/en-GB/en-GB.com_checkin.ini
:100644 100644 722c066... ec60a0b... M	administrator/language/en-GB/en-GB.com_checkin.sys.ini
:100644 100644 6f518c2... 491aab5... M	administrator/language/en-GB/en-GB.com_config.ini
:100644 100644 4be7646... 6001ad2... M	administrator/language/en-GB/en-GB.com_config.sys.ini
:100644 100644 7929e2f... 7acb9a9... M	administrator/language/en-GB/en-GB.com_contact.ini
:100644 100644 a56d4a8... 55fe8b7... M	administrator/language/en-GB/en-GB.com_contact.sys.ini
:100644 100644 efe66b1... 1742742... M	administrator/language/en-GB/en-GB.com_content.ini
:100644 100644 1c9ab87... 40f3bee... M	administrator/language/en-GB/en-GB.com_content.sys.ini
:100644 100644 d3e83d3... 42da5cf... M	administrator/language/en-GB/en-GB.com_cpanel.ini
:100644 100644 e4a52fd... 42da5cf... M	administrator/language/en-GB/en-GB.com_cpanel.sys.ini
:100644 100644 2d47275... 9873e57... M	administrator/language/en-GB/en-GB.com_installer.ini
:100644 100644 936b7f4... 2b7ebeb... M	administrator/language/en-GB/en-GB.com_installer.sys.ini
:100644 100644 d21b014... 4bd6d98... M	administrator/language/en-GB/en-GB.com_languages.ini
:100644 100644 60bb5b4... 7271e26... M	administrator/language/en-GB/en-GB.com_languages.sys.ini
:100644 100644 2d30398... 936716c... M	administrator/language/en-GB/en-GB.com_login.ini
:100644 100644 6f41956... 616d94c... M	administrator/language/en-GB/en-GB.com_login.sys.ini
:100644 100644 7ab03af... d186110... M	administrator/language/en-GB/en-GB.com_mailto.sys.ini
:100644 100644 cde3eeb... 2c529c5... M	administrator/language/en-GB/en-GB.com_media.ini
:100644 100644 4821bd6... 20158f3... M	administrator/language/en-GB/en-GB.com_media.sys.ini
:100644 100644 ee15c09... 0bb464a... M	administrator/language/en-GB/en-GB.com_menus.ini
:100644 100644 183ca8f... 1724c53... M	administrator/language/en-GB/en-GB.com_menus.sys.ini
:100644 100644 d95be87... ba7090e... M	administrator/language/en-GB/en-GB.com_messages.ini
:100644 100644 658384e... f954670... M	administrator/language/en-GB/en-GB.com_messages.sys.ini
:100644 100644 ffb2e09... d1011ad... M	administrator/language/en-GB/en-GB.com_modules.ini
:100644 100644 77a6a0b... b619454... M	administrator/language/en-GB/en-GB.com_modules.sys.ini
:100644 100644 2cb4710... fbdaf83... M	administrator/language/en-GB/en-GB.com_newsfeeds.ini
:100644 100644 b835a44... 82d431e... M	administrator/language/en-GB/en-GB.com_newsfeeds.sys.ini
:100644 100644 114f0ce... 94d9952... M	administrator/language/en-GB/en-GB.com_plugins.ini
:100644 100644 41cff73... 77d22f8... M	administrator/language/en-GB/en-GB.com_plugins.sys.ini
:100644 100644 92e9deb... 60d9f78... M	administrator/language/en-GB/en-GB.com_redirect.ini
:100644 100644 f9297f6... d175d07... M	administrator/language/en-GB/en-GB.com_redirect.sys.ini
:100644 100644 4f846fd... bb0e483... M	administrator/language/en-GB/en-GB.com_search.ini
:100644 100644 580f5dd... 881eb66... M	administrator/language/en-GB/en-GB.com_search.sys.ini
:100644 100644 4770e76... 950b257... M	administrator/language/en-GB/en-GB.com_templates.ini
:100644 100644 d8d0176... f086e62... M	administrator/language/en-GB/en-GB.com_templates.sys.ini
:100644 100644 1ff7cdc... e982720... M	administrator/language/en-GB/en-GB.com_users.ini
:100644 100644 4e4bfeb... 0e30e39... M	administrator/language/en-GB/en-GB.com_users.sys.ini
:100644 100644 2822b5d... eb0d7b1... M	administrator/language/en-GB/en-GB.com_weblinks.ini
:100644 100644 c7fe061... 009e46b... M	administrator/language/en-GB/en-GB.com_weblinks.sys.ini
:100644 100644 0cf577b... 8280602... M	administrator/language/en-GB/en-GB.com_wrapper.ini
:100644 100644 c73c480... a48c491... M	administrator/language/en-GB/en-GB.com_wrapper.sys.ini
:100644 100644 9fd8318... 40b4511... M	administrator/language/en-GB/en-GB.ini
:100644 100644 8c52478... 73b66ce... M	administrator/language/en-GB/en-GB.lib_joomla.ini
:100644 100644 7c76e6a... 7af53b6... M	administrator/language/en-GB/en-GB.localise.php
:100644 100644 cd6c2a4... 3a6edbf... M	administrator/language/en-GB/en-GB.mod_custom.ini
:100644 100644 2f8c015... 60a492c... M	administrator/language/en-GB/en-GB.mod_custom.sys.ini
:100644 100644 af66b70... 82c53b4... M	administrator/language/en-GB/en-GB.mod_feed.ini
:100644 100644 0a9d19a... b213d98... M	administrator/language/en-GB/en-GB.mod_feed.sys.ini
:100644 100644 580b655... e0a49ed... M	administrator/language/en-GB/en-GB.mod_latest.ini
